X,y
"Jim Brown wrote :  [ deleted ] [ deleted ]    Unfortunately, it's not that simple.  The KJV is preferred by the majority of fundamentalists (at least here).  The second part of your argument fails as well, since that statement can be used against any version (not just the KJV).  [ deleted ] [ deleted ]    I would not find this statement to be very useful since it is an appeal to authority and the opposition will just claim that their authorities are ""better"".  A second tact that local creationists have used is to reply ""but those scholars are atheists and cannot be believed"" (they will also use this phrase to describe any theologians that they don't agree with).  [ deleted ] [ deleted ]",3
"Well, looking at the videos it seems that this fire started in various places at the same time, which would indicate that this was a planned action. I'm sure FBI and BATF didn't *deliberately* start a possible fire, having a sniper kill Korresh would have been a far easier  method. Looking at the careful operation, and use of tear gas that as I know don't start fires, it is less likely that this  was the case.  Sorry, but my bets are on fanatical people keen to start Armageddon -- theirs.  Cheers, Kent",3
"I guess the San Jose Mercury news is wrong then, and if so, why is the DA  involved?",3
"So, if I were to assert that there are no thousand year old  invisible pink unicorns* residing in my walls, I need to support this with  evidence? I think the _lack_ of evidence shall suffice.   	* Who happen to like listening to satanic messages found in playing  Beethoven's 45th symphony backwards. ---          ""FBI officials said cult leader David Koresh may have           forced followers to remain as flames closed in. Koresh's           armed guard may have injected as many as 24 children with           poison to quiet them.""          -                  ""And God saw everything he had made, and, behold, in was very           good.""",3
"They need a hit software product to encourage software sales of the product, i.e. the Pong, Pacman, VisiCalc, dBase, or Pagemaker of multi-media. There are some multi-media and digital television products out there already, albeit, not as capable as 3DO's.  But are there compelling reasons to buy such yet?  Perhaps someone in this news group will write that hit software :-)",1
"Forwarded from: PUBLIC INFORMATION OFFICE JET PROPULSION LABORATORY CALIFORNIA INSTITUTE OF TECHNOLOGY NATIONAL AERONAUTICS AND SPACE ADMINISTRATION PASADENA, CALIF. 91109. (818) 354-5011  Contact:  Mary A. Hardin  FOR IMMEDIATE RELEASE                              April 15, 1993 #1506       Scientists at NASA's Jet Propulsion Laboratory report the successful flight of a balloon carrying instruments designed to measure and study chemicals in the Earth's ozone layer.       The April 3 flight from California's Barstow/Daggett Airport reached an altitude of 37 kilometers (121,000 feet) and took measurements as part of a program established to correlate data with the Upper Atmosphere Research Satellite (UARS).         The data from the balloon flight will also be compared to readings from the Atmospheric Trace Molecular Spectroscopy (ATMOS) experiment which is currently flying onboard the shuttle Discovery.       ""We launch these balloons several times a year as part of an ongoing ozone research program.  In fact, JPL is actively involved in the study of ozone and the atmosphere in three important ways,"" said Dr. Jim Margitan, principal investigator on the balloon research campaign.         ""There are two JPL instruments on the UARS satellite,"" he continued.  ""The ATMOS experiment is conducted by JPL scientists, and the JPL balloon research provides collaborative ground truth for those activities, as well as data that is useful in its own right.""       The measurements taken by the balloon payload will add more pieces to the complex puzzle of the atmosphere, specifically the mid-latitude stratosphere during winter and spring.  Understanding the chemistry occurring in this region helps scientists construct more accurate computer models which are instrumental in predicting future ozone conditions.       The scientific balloon payload consisted of three JPL instruments:  an ultraviolet ozone photometer which measures ozone as the balloon ascends and descends through the atmosphere; a submillimeterwave limb sounder which looks at microwave radiation emitted by molecules in the atmosphere; and a Fourier transform infrared interferometer which monitors how the atmosphere absorbs sunlight.        Launch occurred at about noontime, and following a three- hour ascent, the balloon floated eastward at approximately 130 kilometers per hour (70 knots).  Data was radioed to ground stations and recorded onboard.  The flight ended at 10 p.m. Pacific time in eastern New Mexico when the payload was commanded to separate from the balloon.       ""We needed to fly through sunset to make the infrared measurements,"" Margitan explained, ""and we also needed to fly in darkness to watch how quickly some of the molecules disappear.""       It will be several weeks before scientists will have the completed results of their experiments.  They will then forward their data to the UARS central data facility at the Goddard Space Flight Center in Greenbelt, Maryland for use by the UARS scientists.           The balloon was launched by the National Scientific Balloon Facility, normally based in Palestine, Tex., operating under a contract from NASA's Wallops Flight Facility.  The balloon was launched in California because of the west-to-east wind direction and the desire to keep the operation in the southwest.       The balloons are made of 20-micron (0.8 mil, or less than one-thousandth of an inch) thick plastic, and are 790,000 cubic meters (28 million cubic feet) in volume when fully inflated with helium (120 meters (400 feet) in diameter).  The balloons weigh between 1,300 and 1,800 kilograms (3,000 and 4,000 pounds).  The scientific payload weighs about 1,300 kilograms (3,000) pounds and is 1.8 meters (six feet) square by 4.6 meters (15 feet) high.       The JPL balloon research is sponsored by NASA's Upper Atmosphere Research Program and the UARS Correlative Measurements Program.",2
"I believe the reason is that the lung diaphram gets too tired to pump the liquid in and out and simply stops breathing after 2-3 minutes. So if your in the vehicle ready to go they better not put you on  hold, or else!! That's about it. Remember a liquid is several more times as dense as a gas by its very nature. ~10 I think, depending on the gas and liquid comparision of course!",2
"Archive-name: space/addresses Last-modified: $Date: 93/04/01 14:38:55 $  CONTACTING NASA, ESA, AND OTHER SPACE AGENCIES/COMPANIES  Many space activities center around large Government or International Bureaucracies.	In the US that means NASA.  If you have basic information requests: (e.g., general PR info, research grants, data, limited tours, and ESPECIALLY SUMMER EMPLOYMENT (typically resumes should be ready by Jan.  1), etc.), consider contacting the nearest NASA Center to answer your questions.  EMail typically will not get you any where, computers are used by investigators, not PR people. The typical volume of mail per Center is a multiple of 10,000 letters a day. Seek the Public Information Office at one of the below, this is their job:  NASA (The National Aeronautics and Space Administration) is the civilian space agency of of the United States Federal Government. It reports directly to the White House and is not a Cabinet post such as the military Department of Defense.  Its 20K+ employees are civil servants and hence US citizens.  Another 100K+ contractors also work for NASA.  NASA CENTERS      NASA Headquarters (NASA HQ)     Washington DC 20546     (202)-358-1600  	Ask them questions about policy, money, and things of political 	nature. Direct specific questions to the appropriate center.      NASA Ames Research Center (ARC)     Moffett Field, CA 94035     (415)-694-5091  	Some aeronautical research, atmosphere reentry, Mars and Venus 	planetary atmospheres. ""Lead center"" for Helicopter research, 	V/STOL, etc. Runs Pioneer series of space probes.      NASA Ames Research Center     Dryden Flight Research Facility [DFRF]     P. O. Box 273     Edwards, CA  93523     (805)-258-8381  	Aircraft, mostly. Tested the shuttle orbiter landing 	characteristics. Developed X-1, D-558, X-3, X-4, X-5, XB-70, and of 	course, the X-15.      NASA Goddard Space Flight Center (GSFC)     Greenbelt, MD 20771     [Outside of Washington DC]     (301)-344-6255  	Earth orbiting unmanned satellites and sounding rockets. Developed 	LANDSAT.      Jet Propulsion Laboratory (JPL)     California Institute of Technology     4800 Oak Grove Dr.     Pasadena, CA 91109     (818)-354-5011  	The ""heavies"" in planetary research probes and other unmanned 	projects (they also had a lot to do with IRAS). They run Voyager, 	Magellan, Galileo, and will run Cassini, CRAF, etc. etc.. For 	images, probe navigation, and other info about unmanned exploration, 	this is the place to go.  	JPL is run under contract for NASA by the nearby California 	Institute of Technology, unlike the NASA centers above. This 	distinction is subtle but critical. JPL has different requirements 	for unsolicited research proposals and summer hires. For instance in 	the latter, an SF 171 is useless. Employees are Caltech employees, 	contractors, and for the most part have similar responsibilities. 	They offer an alternative to funding after other NASA Centers.  	A fact sheet and description of JPL is available by anonymous 	FTP in  	    ames.arc.nasa.gov:pub/SPACE/FAQ/JPLDescription      NASA Johnson Manned Space Center (JSC)     Houston, TX 77058     (713)-483-5111  	JSC manages Space Shuttle, ground control of manned missions. 	Astronaut training. Manned mission simulators.      NASA Kennedy Space Flight Center (KSC)     Titusville, FL 32899     (407)-867-2468  	Space launch center. You know this one.      NASA Langley Research Center (LaRC)     Hampton, VA 23665     [Near Newport News, VA]     (804)-865-2935  	Original NASA site. Specializes in theoretical and experimental 	flight dynamics. Viking. Long Duration Exposure Facility.      NASA Lewis Research Center (LeRC)     21000 Brookpark Rd.     Cleveland, OH 44135     (216)-433-4000  	Aircraft/Rocket propulsion. Space power generation. Materials 	research.      NASA Marshall Space Flight Center (MSFC)     Huntsville, AL 35812     (205)-453-0034  	Development, production, delivery of Solid Rocket Boosters, External 	Tank, Orbiter main engines. Propulsion and launchers.      Michoud Assembly Facility     Orleans Parish     New Orleans, LA 70129     (504)-255-2601  	Shuttle external tanks are produced here; formerly Michoud produced 	first stages for the Saturn V.      Stennis Space Center     Bay St. Louis, Mississippi 39529     (601)-688-3341  	Space Shuttle main engines are tested here, as were Saturn V first 	and second stages. The center also does remote-sensing and 	technology-transfer research.      Wallops Flight Center     Wallops Island, VA 23337     (804)824-3411 	    Aeronautical research, sounding rockets, Scout launcher.      Manager, Technology Utilization Office     NASA Scientific and Technical Information Facility     Post Office Box 8757     Baltimore, Maryland 21240      Specific requests for software must go thru COSMIC at the Univ. of     Georgia, NASA's contracted software redistribution service. You can     reach them at cosmic@uga.bitnet.      NOTE: Foreign nationals requesting information must go through their     Embassies in Washington DC. These are facilities of the US Government     and are regarded with some degree of economic sensitivity. Centers     cannot directly return information without high Center approval. Allow     at least 1 month for clearance. This includes COSMIC.  The US Air Force Space Command can be contacted thru the Pentagon along with     other Department of Defense offices. They have unacknowledged offices in     Los Angeles, Sunnyvale, Colorado Springs, and other locations. They have     a budget which rivals NASA in size.  ARIANESPACE HEADQUARTERS     Boulevard de l'Europe     B.P. 177     91006 Evry Cedex     France  ARIANESPACE, INC.     1747 Pennsylvania Avenue, NW Suite 875     Washington, DC 20006     (202)-728-9075  EUROPEAN SPACE AGENCY (ESA)     955 L'Enfant Plaza S.W.     Washington, D.C. 20024     (202)-488-4158  NATIONAL SPACE DEVELOPMENT AGENCY (NASDA)     4-1 Hamamatsu-Cho, 2 Chome     Minato-Ku, Tokyo 105, JAPAN  SOYUZKARTA     45 Vologradsij Pr.     Moscow 109125     USSR  SPACE CAMP     Alabama Space and Rocket Center	U.S. SPACE CAMP     1 Tranquility Base			6225 Vectorspace Blvd     Huntsville, AL 35805		Titusville FL  32780     (205)-837-3400			(407)267-3184      Registration and mailing list are handled through Huntsville -- both     camps are described in the same brochure.      Programs offered at Space Camp are:  	Space Camp - one week, youngsters completing grades 4-6 	Space Academy I - one week, grades 7-9 	Aviation Challenge - one week high school program, grades 9-11 	Space Academy II - 8 days, college accredited, grades 10-12 	Adult Program - 3 days (editorial comment: it's great!) 	Teachers Program - 5 days  SPACE COMMERCE CORPORATION (U.S. agent for Soviet launch services)     504 Pluto Drive		    69th flr, Texas Commerce Tower     Colorado Springs, CO 80906	    Houston, TX 77002     (719)-578-5490		    (713)-227-9000  SPACEHAB     600 Maryland Avenue, SW     Suite 201 West     Washington, DC 20004     (202)-488-3483  SPOT IMAGE CORPORATION     1857 Preston White Drive,     Reston, VA 22091     (FAX) (703)-648-1813    (703)-620-2200   OTHER COMMERCIAL SPACE BUSINESSES      Vincent Cate maintains a list with addresses and some info for a variety of companies in space-related businesses. This is mailed out on the space-investors list he runs (see the ""Network Resources"" FAQ) and is also available by anonymous ftp from furmint.nectar.cs.cmu.edu (128.2.209.111) in /usr/vac/ftp/space-companies.",2
Why not use the PD C library for reading/writing TIFF files? It took me a good 20 minutes to start using them in your own app.  Martin  -- ---------------------------------------------------------------------------,1
"The ""face"" is an accident of light and shadow.  There are many ""faces"" in landforms on Earth; none is artificial (well, excluding Mount Rushmore and the like...).  There is also a smiley face on Mars, and a Kermit The Frog.  The question of life in a more mundane sense -- bacteria or the like -- is not quite closed, although the odds are against it, and the most that the more orthodox exobiologists are hoping for now is fossils.  There are currently no particular plans to do any further searches for life.   Mars Observer, currently approaching Mars, will probably try to get a better image or two of the ""face"" at some point.  It's not high priority; nobody takes it very seriously.  The shadowed half of the face does not look very face-like, so all it will take is one shot at a different sun angle to ruin the illusion.",2
"I found it very interesting that Atlas depended on pressure to maintain tank geometry....leads me to the question: ? have any  of the SSTO concepts explored pressurized tankage such that the launch configuration would be significantly different from the reentry one?  I have long been facinated by pnumatic structures as conceived and built by Frei Otto and others, a ""ballon"" tank SSTO sounds very clever.",2
"I am seeking some alternate solutions on how to turn a Postscript Type 1 or TrueType font outline into polygons that can be subsequently scan converted by a 3D scanline renderer.   I have been studying the problem of font conversion for a few years but have never had the need to implement such a system. Well, I now have the opportunity to write some font rendering software so I would like to have some of my questions answered before I jump into the deep end.  The main problem I face is how to use the even/odd or non-winding rules to turn the outlines into a single outline polygon (my renderer can handle complex polygons so there is no need to reduce the polygons to simple polygons). For example, in the letter ""O"" there are two outlines:  	1) The outside outline which is clockwise (TrueType font) 	2) The inside outline which is counterclockwise.  One common solution used by a number of rendering packages is to simply  connect the inner outline to the outer outline at the point where the two outlines are closest. This is equivalent to descibing a ""polygon with holes"". The renderer will then make the appropriate hole since the interior polygon edges are in the opposite direction to the outside edges.  I do not want to use this simplistic system since:  	1) It will not handle all outline fonts properly (it is not a simple 		matter to connect the outer outline to the inner outline for 		some fancy fonts). 	2) It does not properly handle the even/odd or non-winding rules.  From my research over the years the proper solution is to use a trapezoid decomposition algorithm to scan convert the outlines into trapezoids (as is done by the Postscript and TrueType font rasterizers). These trapezoidal polygons can then be easily and properly rendered by the 3D scanline renderer.  My question is: are there any better solutions to turning the outlines into polgyons other than the trapezoid decomposer? I am not fond of this solution since it creates excess number of polygons.  Another question, for those in the know: what is the best algorithm to create bevelled and/or offset curves for font outlines? I have a dozen papers on these subjects but I can't tell which method is the best to implement.  Thanks for any pointers.  --> Rob Lansdale",1
"Jesus:     Black and white.  A spade is a spade.  There is no hidden agenda behind this, so stop trying to look for one.   It is an easy and as straight forward as it reads.  Kent, I am not accusing you of evil things.  Jesus is accusing you. And it is not only you that He is accusing.  He is accusing everyone. Me, you and everyone in the world is guilty.  Whether one sees the light or does not seen the light has nothing to do with  whether we do evil things.  We do them regardless.    Jesus uses the word ""men"".  I am included.  Jesus is not soloing you out. Jesus is making a general statement about out the sad state of man. Christians are not immuned from doing evil things.  A Christian  is just a person in whom the Holy Spirit indwells.  A Christian  can see the evil he is doing--because his evil has been brought out into the light.  Jesus is not saying that just because evil has been exposed, that the Christian will stop doing evil.  If you haven't seen Jesus's light, your evil deeds simply haven't been exposed to the His light.  You may shed some light on your own.  Your human spirit shines at perhaps 1 candela.  But the Holy Spirit shines at a Megacandela.  The Holy Spirit can shine light into places inside us where we didn't even know existed.   So do you see Jesus's point?  Christians are not perfect.  Nonchristians are not perfect.  Nonchristians do not want to come into the Light of Jesus because they will see all the problems in their lives, and they will not like the sight.  It is an ugly thing to see how far we have fallen from Jesus's perspective.  Do you think you want to know how really ignorant you are?  Do you think Brian Kendig wants to know?  Do you think I want to know?  Ego verses the truth, which do you choose?   And I watched Koresh too, an imposter who thought he saw the light,  who made sure that the 19 children burned to death, sadly, as part of his delusion.  It is even sadder that the people who died with him chose to die with them, and that ignorance was their downfall to death.   And Kent, don't you bury yourself underneath a rock with an excuse like bringing up Koresh--as if Koresh actually had truth in him. David Koresh was no light and no excuse for you to stay away from the real Jesus Christ.  David Koresh, who claimed to be Jesus, was a fraud.  It was obvious.  David Koresh was born in America. Jesus was born in Bethlehem.  Koresh wasn't even a good imposter having missed an obvious point as that.  Jesus warned of such imposters in the end-times.  David Koresh wasn't anything new to Jesus.  Jesus told us to be aware of imposters 2000 years ago.    So the next time an imposter makes a scene and claims to be Jesus.  Ask the obvious.  Where were you born?  Was your mother's name Mary?  If the Branch Davidians asked that simple question, they would have labeled Koresh a liar right from the start.  The wouldn't have followed Koresh. They wouldn't have died.  But look what happened.  Their ignorance cost them their lives.  Their choice to be ignorant cost them a lot.  Kent, since you studied the Bible under Lutheranism, do you not remember what tactic Satan used to try to tempt Jesus?   Did not Satan quote the Bible out of context?  Do you remember what tactic the serpent of Genesis used to tempt Eve?  Did he not misquote God?  What Satan used on Eve and succeeded,  was the same ploy he tried on Jesus.  But in Jesus's case, Jesus rebuked Satan back with the Bible _in_ context.  It didn't work with Jesus.    Does what Satan did to Eve in the Garden and what Satan tried to do with Jesus in the desert remind you of what Koresh did to his followers?  Who did Koresh emulate? Who was Koresh's teacher?  Koresh did to his followers what Satan did to Eve.  Did not Koresh kill his followersr?  Did not Satan cause Adam and Eve to die as well?  Did not the cult followers believe Koresh even though they knew the real Christ was born in Bethlehem?   Did not Eve choose to eat from the tree of the knowledge of good and evil despite knowing that it would cause her death?  God held them all responsible--deceiver and the rebeller.  None  of them had an excuse.",3
"Or have different classes of competetors.. and made the total purse $6billion or $7billion (depending on how many different classes there are, as in auto racing/motocycle racing and such)..",2
"Your posting provoked me into checking my save file for memorable posts. The first I captured was by Ken Arromdee on 19 Feb 1990, on the subject ""Re: atheist too?"". That was article #473 here; your question was article #53766, which is an average of about 48 articles a day for the last three years. As others have noted, the current posting rate is such that my kill file is depressing large...... Among the posting I saved in the early days were articles from the following notables:   An interesting bunch.... I wonder where #2 is?",0
"But he said, 	Yea rather, 	blessed are they 	that hear the word of God, 	and keep it.",3
"The primary problem in human nature is a ""fragmentation of being."" Humans are in a state of tension, a tension of opposites. Good and evil are the most thought provoking polarities that come to mind.  The Bible provides us with many examples of the fragmentation of being. The warring opposites within us are a product of man's rebellion against God, which is described so vividly in the pages of the Scriptures.  Man was created with the order to become a god. Those were the words of St.  Basil in the fourth century. What he was trying to say was that God created man to be a partaker of the divine nature. In the Eastern Orthodox Church, this is called ""theosis,"" or ""deification.""  One can also say that man was created to be whole, i.e. spirit, soul, and body operating in unison. The story of Adam and Eve is a picture of the archetypal humans before obtaining moral consciousness. Theirs was a harmonious relationship with each other, the world, and the Creator. That innocent harmony was shattered when they disobeyed God, their natural wholeness falling apart into two seemingly irreconcilable halves. Immediately, guilt and fear was manifested in their lives. They become bound to hardship, toil, and suffering.  This is symbolized in their exile from the paradisiac state.  The beast in the jungle does not possess moral consciousness. If it were to receive this self-awareness, the knowledge of good and evil, its paradisiac state would also be destroyed.  Was it the intention of the Creator to leave man in this state of innocence all the days of his existence on earth? Or was the gaining of self-awareness carefully staged by God, who did not desire that His masterpiece, mankind, be a blissful idiot?  God must have known that, for mankind to achieve any kind of moral value, he must pass through a confrontation with the opposites. There is no other way to achieve union with God.  Jesus Christ is the answer to the problem of the warring polarities. He was the perfectly integrated individual, reconciling the opposites, and making it possible for us to be integrated, i.e. to become God, not in His essence, but in His energies.  The opposites is THE Christian problem. The Apostle Paul describes it with the utmost precision in Romans 7:15-24. And he follows with the answer to his dilemma in vs 25.",3
"I haven't seen any speculation about it. But, the Salyut KB (Design Bureau)  was planning a new LH/LOX second stage for the Proton which would boost payload to LEO from about 21000 to 31500 kg. (Geostationary goes from 2600 kg. (Gals launcher version) to 6000 kg.. This scheme was competing with the Energia-M last year and I haven't heard which won, except now I recently read that the Central Specialized KB was working on the  successor to the Soyuz booster which must be the Energia-M. So the early results are Energia-M won, but this is a guess, nothing is very clear in  Russia. I'm sure if Salyut KB gets funds from someone they will continue  their development.   The Centaur for the Altas is about 3 meters dia. and the Proton  is 4 so that's a good fit for their existing upper stage, the Block-D which sets inside a shround just under 4 meters dia. I don't know about launch loads, etc.. but since the Centaur survives Titan launches which are probably worse than the Proton (those Titan SRB's probably shake things up pretty good) it seems feasible. EXCEPT, the Centaur is a very fragile thing and may require integration on the pad which is not available now. Protons are assembled and transported horizontially. Does anyone know  how much stress in the way of a payload a Centaur could support while bolted to a Proton horizontally and then taken down the rail road track and erected on the pad?    They would also need LOX and LH facilities added to the Proton pads  (unless the new Proton second stage is actually built), and of course any Centaur support systems and facilities, no doubt imported from the US at great cost. These systems may viloate US law so there are political problems to solve in addition to the instabilities in the CIS you mention.",2
"Yes, I do.  A couple of years ago, I did a comparison of the two products.  Some of this may have changed, but here goes.  As far as a PHIGS+ implementation, Figaro+ is fine.  But, its PHIGS! Personally, I hate PHIGS because I find it is too low level.  I also dislike structure editing, which I find impossible, but enough about PHIGS.  I have found HOOPS to be a system that is full-featured and easy to use.  They support all of their rendering methods in software when there is no hardware support, their documentation is good, and they are easily portable to other systems.  I would be happy to elaborate further if you have more specific questions.",1
"For some reason I never saw the original post on this thread, but if you are looking for fast polygon routines on vga on a PC, you really can't go past the mode X stuff from Dr Dobbs. This code is all p.domain (as far as I know), and in the original articles, the routines were all presented as dumb vga routines, and then optimised to modeX with some interesting discussion along the way. If you are interested, I could find out more details of the issues in question, (I have them at home).",1
"What are the volumes that it speaks besides the fact that he leaves your  choices up to you?   I definitely agree that it's rather presumptuous for either ""side"" to give some psychological reasoning for another's belief.  MAC     -- ****************************************************************                                                     Michael A. Cobb  ""...and I won't raise taxes on the middle     University of Illinois     class to pay for my programs.""                 Champaign-Urbana           -Bill Clinton 3rd Debate             cobb@alexia.lis.uiuc.edu",0
"Stuff deleted  All five schools of law (to the best of my knowledge) support the death sentence for apostasy WHEN it is accompanied by open, persistent, and aggravated hostility to Islam. Otherwise I agree, there is no legal support for punishment of disbelief. The Qur'an makes it clear that belief is a matter of conscience. Public or private disavowal of Islam or conversion to another faith is not punishable (there are some jurists who have gone against this trend and insisted that apostasy is punishable (even by death) - but historically they are the exception.  Cursing and Insulting the Prophets falls under the category of ""Shatim"".",0
Make that 20%.  Where did I see that poll recently about the very religious and adultery?  Was it this newsgroup or alt.atheism or some other place?,3
Sure.  Why keep using oil?  A hydrogen/electric economy would likely be cleaner and more efficient in the long run.  The laws of supply and demand should get the transition underway before we reach a critical stage of shortage.,2
The Centaur is controlled technology.. State Dept will not allow it to be used outside of US. Sorry.,2
"John:  	It not ""good netiquette"" to quote a complete article :-) NOTHING PERSONAL, Please! :-)  	This views sadden me too! Don't think that I don't care! Sorry if it seemed different. It IS serious stuff; but I have a 'sick' sense of humor though (some say... :-)  Tolerance!",3
"II SAMUEL 24: And again the anger of the LORD was kindled against Israel, and he moved David against them to say, Go, number Isreal and Judah.",3
"(deletion)   Straw man. And you brought up leniency.       Assuming that misjudgements are not correlated.     (Deletion)   Has been discussed here. Chapter and verse were cited, I assume that you weren't looking then.   Let's be more exact, do you think it is not in the Quran?. And what would your consequences be when it it was shown to be in it?       I have not claimed that. It is sufficient for the argument when there are a lot of male dominated societies that qualify as Machistic. Are you going to say that the situation of women is better in sufficeint areas of the Orient?     (Deletion)   You apparently have trouble reading things you don't like. The point was having sex the way one wishes being a strong desire. Marriage is a red herring. Tell me about homosexuals, for one. You simply ignore everything that doesn't fit into the world as you would like to have it.",0
"This might a real wierd idea or maybe not..  I have seen where people have blown up ballons then sprayed material into them that then drys and makes hard walls...  Why not do the same thing for a space station..  Fly up the docking rings and baloon materials and such, blow up the baloons, spin then around (I know a problem in micro gravity) let them dry/cure/harden? and cut a hole for the docking/attaching ring and bingo a space station..  Of course the ballons would have to be foil covered or someother radiation protective covering/heat shield(?) and the material used to make the wals would have to meet the out gasing and other specs or atleast the paint/covering of the inner wall would have to be human safe.. Maybe a special congrete or maybe the same material as makes caplets but with some changes (saw where someone instea dof water put beer in the caplet mixture, got a mix that was just as strong as congret but easier to carry around and such..)  Sorry for any spelling errors, I missed school today.. (grin)..  Why musta  space station be so difficult?? why must we have girders? why be confined to earth based ideas, lets think new ideas, after all space is not earth, why be limited by earth based ideas??",2
"****************************   SPHINX   ***************************  	Sphinx is a user-friendly, state-of-the-art image processing and analysis package that runs across a spectrum of high performance  computer platforms operating UNIX and the X-Window System.  	It was created to meet to the daily research needs of scientists  conducting climate investigations using satellite data and remote sensing techniques.   		   Intuitive Graphic Interface  	Sphinx features an interactive interface with pop-up menus and  point-and-click dialog boxes which makes image processing and analysis simple and fast. 	This accessible menuing enables you to build attractive image  layouts quickly while also providing you the flexibility of returning to the main menu to conduct other image analysis and processing operations.  		    Image Format Compatibility  	Using smart read/write functions, Sphinx allows you to easily open and save image files in a variety of formats using bit, integer or real data values.  Sphinx also reads and writes the common TIFF and GIF formats as well as compresses and decompresses image formats to save disk space.  		    Image Analysis & Processing  	For image and pixel analysis, the Sphinx package includes an assortment of processing tools that perform useful statistical and  mathematical filtering operations, such as Fourier transforms, convolution  product or principal component analyses. An interactive interpreter for both algebraic equations and images allows the user to manipulate and combine individual data channels interactively. Standard FORTRAN notation is used for formula entry and for trig onometric and transcendental functions.  		    Satellite Spectra & Orbit Analysis  	Sphinx possesses functions to simulate satellite signal sensitivity for various meteorological satellites (e.g., GOES, METEOSAT, NOAA, Spot etc.). The simulations are conducted for a selection of standard atmospheric and surface conditions and instrument spectral bands. A geometry model computes the solar zenith angles, warping, orbit simulation, and 3-D image projection.  		    Easy External Program Interfacing  	Sphinx allows users the flexibility to integrate externally developed software algorithms for processing and converting satellite observations.  Sphinx exports and imports image files and image parameters to external programs using special interface functions.  		    Quick Quality Presentation  	Sphinx rapidly displays, manipulates, and enhances high-resolution multispectral images and color tables.  Using six 8-bit 1024x1024 image planes and one graphics plane, the package conveniently combines color images, graphics and text to generate sharp digital images for articles and reports. Sphinx's 2-D and 3-D graphics editor provides complete flexibility for modifying and integrating vector graphics and analysis plots with images, such as  histograms and radial graphs.  The package supplies color and gray scale output for standard inkjet and laser printers. 	Other Capabilities Sphinx also performs image animation, external  graphics importing, mosaic fitting... what else?  		    Software Support & Development  	 Sphinx was developed at the Laboratoire d'Optique Atmospherique (LOA)  of the Universite de Lille, France. The package has received critical feedback and support from scientists at the French national laboratory, Centre National de Recherche Scientifique (CNRS), and the French space agency, Centre National d'Etudes Spatiales (CNES). At LOA, Sphinx undergoes continued refinement and development to meet changing research needs and advances in computer technology.  The package, which features on-line help, is supported by an Internet address   sphinx@loasil.citilille.fr through which questions can be answered and  version updates provided without delay.  		    Performance Tested   	CNES has selected Sphinx to analyze and process the satellite data  collected during the upcoming ADEOS/POLDER satellite mission.  Today, the Sphinx package is in use at the NASA - Goddard Space Flight Center and is widely used in many French laboratories, including the Centre de Recherche en Physique de l'Environnement, Ecole Normale Superieure , Laboratoire d' Etudes et de Recherches en Teledetection Spatiale,  Laboratoire  de Meteorologie Dynamique.      A TEST VERSION OF SPHINX IS AVAILABLE AT loasil.citilille.fr    (134.206.50.4) anonymous (bin : cd SPHINX : get ALL_SPHINX.tar.Z)     IN THE TEST VERSION THE OUTPUT FILES ARE DISABLE. HOWEVER THE    VISUALISATION AND GRAPHIC FUNCTIONS ARE AVAILABLE. THIS IS    SUFFICIENT TO WORK WITH.     IF YOU ARE INTERESTED IN KEEPING ""SPHINX"", SEND US YOUR EMAIL    AND YOU WILL RECEIVE NEWS ABOUT THE PACKAGE EVOLUTION.",1
"Nope, I haven't seen the film, but Taylor's biography (""The Curve of  Binding Energy"") contains a short section on Orion and this test flight. Apparently it was quite impressi, and got von Braun very excited.  In Real Life:Mike Williams     | Perpetual Grad Student e-mail      :mrw9e@virginia.edu|   - It's not just a job, it's an indenture",2
"I plan to post a summary of responses to this as soon as I have working code, which I will also include.  The intersection of 3 planes method looks best, but my implementation based on a short article in  Graphics Gems I doesn't work.  I may be misinterpreting, of course.  I had avoided the simultaneous solution of the plane equations in favor of dot and cross products, but the former may actually be better.  In either case a matrix determinant needs to be computed (implicitly in the solution of linear equations).  To get the planes, I was taking the midpoint of the line from, say, P1 to P2, and setting the normal as the ""normalized"" vector from P1 to P2. These just plugged into the formula in Graphics Gems.  HOwever, the resulting center point is only occasionally equidistant from all 4 of my test points (for different tests).  My matrix/vector math is very rusty, but it looks like I need to verify the formula, or use the simultaneous equation solution, which will require bringing in another routine I don't have (but should be easy to find).  Another method is to first find the center of the circle defined by 2 sets of 3 points, and intersecting the normals from there.  This would also define the circle center.  However, small numerical imprecisions would make the lines not intersect.  Supposedly 3 planes HAVE to intersect in a unique point if they are not parallel.  Ed  Thanks to all who answered so far.",1
